,RXPACC,FP_IDX,CIR746,CIR740,CIR749,CIR_PWR,CIR750,CIR575,CIR326,CIR333,CIR349,CIR350,CIR246,NLOS,RANGE
43,425.0,751.0,137.0,183.0,292.0,11173.0,820.0,269.0,94.0,275.0,136.0,277.0,227.0,0.0,3.29
44,308.0,744.0,22207.0,141.0,13337.0,12437.0,4623.0,92.0,311.0,198.0,264.0,250.0,58.0,0.0,0.21
45,269.0,745.0,19583.0,334.0,17002.0,12729.0,19027.0,122.0,107.0,187.0,221.0,307.0,298.0,0.0,1.56
46,315.0,748.0,519.0,225.0,10793.0,15499.0,20675.0,199.0,212.0,152.0,204.0,180.0,264.0,0.0,1.62
47,1024.0,744.0,1060.0,393.0,3139.0,14863.0,13351.0,245.0,479.0,143.0,443.0,490.0,351.0,0.0,6.61
48,627.0,743.0,14696.0,233.0,7127.0,12260.0,13655.0,214.0,101.0,241.0,38.0,78.0,115.0,1.0,0.82
49,266.0,750.0,303.0,314.0,2705.0,10724.0,13234.0,239.0,79.0,250.0,320.0,178.0,525.0,0.0,0.68
50,469.0,750.0,309.0,445.0,866.0,12921.0,3619.0,214.0,229.0,118.0,265.0,172.0,169.0,0.0,6.08
51,1024.0,741.0,13059.0,668.0,8245.0,3971.0,1377.0,95.0,418.0,102.0,221.0,321.0,41.0,1.0,5.33
52,495.0,748.0,8.0,41.0,17628.0,24308.0,10014.0,108.0,208.0,335.0,139.0,147.0,306.0,0.0,2.18
53,287.0,751.0,258.0,252.0,132.0,12303.0,2154.0,38.0,252.0,281.0,163.0,217.0,97.0,0.0,2.01
54,490.0,751.0,179.0,84.0,972.0,14524.0,5016.0,57.0,237.0,117.0,97.0,216.0,99.0,0.0,2.02
55,350.0,750.0,108.0,251.0,4632.0,6394.0,9363.0,68.0,155.0,209.0,196.0,213.0,220.0,0.0,4.05
56,277.0,750.0,269.0,319.0,3432.0,11018.0,6364.0,258.0,337.0,264.0,259.0,248.0,251.0,0.0,1.7
57,522.0,749.0,9.0,131.0,13285.0,25028.0,14583.0,140.0,104.0,247.0,233.0,292.0,252.0,0.0,3.36
58,283.0,749.0,85.0,198.0,10965.0,10588.0,19502.0,70.0,109.0,289.0,299.0,256.0,99.0,0.0,2.74
59,269.0,748.0,298.0,91.0,11947.0,12178.0,20575.0,293.0,239.0,282.0,305.0,222.0,230.0,0.0,2.6
60,305.0,751.0,258.0,275.0,51.0,9359.0,985.0,256.0,74.0,233.0,197.0,206.0,160.0,0.0,6.51
61,337.0,748.0,4223.0,180.0,19732.0,10629.0,15254.0,161.0,185.0,263.0,182.0,124.0,129.0,1.0,7.51
62,414.0,748.0,885.0,240.0,7979.0,8256.0,7193.0,213.0,162.0,251.0,253.0,57.0,253.0,1.0,1.74
63,950.0,743.0,2270.0,193.0,7403.0,12080.0,7634.0,258.0,427.0,306.0,247.0,503.0,243.0,1.0,1.31
64,338.0,748.0,1941.0,490.0,14268.0,16072.0,1027.0,476.0,511.0,45.0,90.0,219.0,252.0,0.0,1.49
65,1024.0,748.0,128.0,206.0,3645.0,6298.0,5202.0,371.0,333.0,279.0,179.0,231.0,442.0,1.0,4.94
66,743.0,747.0,1387.0,231.0,12632.0,11646.0,9366.0,184.0,208.0,157.0,143.0,472.0,271.0,0.0,5.57
67,1024.0,742.0,2782.0,762.0,4245.0,1240.0,5115.0,173.0,205.0,524.0,367.0,492.0,151.0,1.0,7.57
68,553.0,750.0,241.0,228.0,9001.0,14875.0,17449.0,161.0,206.0,332.0,96.0,273.0,102.0,1.0,6.22
69,407.0,751.0,103.0,56.0,1160.0,13596.0,4287.0,53.0,194.0,79.0,108.0,52.0,68.0,0.0,5.41
70,322.0,746.0,6550.0,118.0,15189.0,11191.0,5996.0,261.0,63.0,179.0,59.0,42.0,40.0,0.0,2.73
71,475.0,750.0,110.0,38.0,1853.0,5808.0,6398.0,312.0,300.0,104.0,250.0,228.0,340.0,0.0,5.17
72,614.0,747.0,3949.0,73.0,19668.0,11036.0,14269.0,305.0,164.0,290.0,177.0,217.0,77.0,0.0,5.12
73,1024.0,747.0,2923.0,217.0,9066.0,6767.0,10250.0,416.0,163.0,356.0,224.0,252.0,13.0,1.0,4.85
74,547.0,743.0,11401.0,305.0,3413.0,6175.0,813.0,345.0,275.0,98.0,126.0,335.0,210.0,1.0,4.47
75,548.0,748.0,447.0,98.0,10627.0,14401.0,11172.0,61.0,224.0,198.0,279.0,307.0,173.0,0.0,2.84
76,273.0,749.0,120.0,263.0,10649.0,10857.0,14965.0,184.0,139.0,210.0,296.0,153.0,375.0,0.0,1.47
77,273.0,745.0,12352.0,347.0,10725.0,8518.0,3920.0,230.0,132.0,146.0,132.0,120.0,121.0,0.0,1.99
78,1024.0,741.0,7202.0,828.0,1660.0,1328.0,245.0,117.0,258.0,180.0,98.0,223.0,235.0,1.0,7.98
79,312.0,746.0,4642.0,178.0,14272.0,11212.0,16681.0,200.0,141.0,205.0,177.0,291.0,37.0,0.0,1.44
80,1024.0,747.0,1922.0,154.0,2560.0,3703.0,5133.0,319.0,407.0,558.0,427.0,246.0,144.0,1.0,3.16
81,364.0,748.0,214.0,420.0,13027.0,17238.0,2799.0,179.0,190.0,255.0,362.0,192.0,238.0,0.0,2.44
82,320.0,750.0,230.0,520.0,6402.0,13898.0,12898.0,312.0,171.0,479.0,396.0,122.0,256.0,0.0,1.16
83,992.0,741.0,1569.0,402.0,1356.0,1125.0,5708.0,260.0,114.0,307.0,240.0,310.0,361.0,1.0,3.76
84,1024.0,748.0,423.0,152.0,4087.0,4790.0,5193.0,125.0,242.0,454.0,315.0,188.0,178.0,1.0,3.53
85,386.0,751.0,308.0,388.0,408.0,17932.0,3552.0,592.0,122.0,60.0,231.0,174.0,98.0,0.0,3.64
86,326.0,744.0,13860.0,132.0,5843.0,8654.0,10558.0,114.0,198.0,310.0,129.0,100.0,7.0,1.0,4.1
87,769.0,744.0,16889.0,985.0,13607.0,12441.0,296.0,616.0,380.0,415.0,774.0,656.0,912.0,1.0,2.33
88,426.0,744.0,2587.0,208.0,6946.0,18022.0,12437.0,186.0,166.0,207.0,109.0,44.0,282.0,0.0,2.8
89,1025.0,745.0,7915.0,330.0,4306.0,5749.0,4272.0,103.0,155.0,39.0,252.0,226.0,282.0,1.0,9.53
90,301.0,748.0,84.0,119.0,16550.0,11754.0,11058.0,292.0,226.0,198.0,341.0,464.0,264.0,0.0,1.69
91,334.0,749.0,223.0,182.0,2175.0,9978.0,9714.0,279.0,114.0,169.0,266.0,173.0,228.0,0.0,2.75
92,443.0,745.0,17506.0,324.0,16496.0,11423.0,13005.0,27.0,248.0,116.0,119.0,131.0,202.0,0.0,3.74
93,288.0,747.0,193.0,292.0,637.0,31.0,136.0,237.0,86.0,26.0,134.0,71.0,263.0,1.0,5.99
94,382.0,749.0,221.0,76.0,17922.0,10872.0,20843.0,240.0,421.0,142.0,65.0,226.0,282.0,0.0,4.01
95,1024.0,739.0,5804.0,1574.0,4329.0,2999.0,2156.0,58.0,226.0,267.0,168.0,280.0,146.0,1.0,3.29
96,728.0,749.0,468.0,153.0,15196.0,9815.0,16645.0,253.0,352.0,211.0,119.0,219.0,289.0,0.0,6.17
97,992.0,742.0,3687.0,428.0,968.0,2132.0,2251.0,120.0,250.0,202.0,214.0,180.0,229.0,1.0,4.53
98,279.0,749.0,288.0,58.0,9920.0,10877.0,16891.0,186.0,192.0,80.0,214.0,230.0,155.0,0.0,1.2
99,672.0,745.0,1032.0,259.0,2400.0,692.0,549.0,247.0,130.0,447.0,243.0,243.0,60.0,1.0,10.91
100,581.0,743.0,9564.0,90.0,16643.0,18258.0,9190.0,188.0,195.0,222.0,172.0,153.0,142.0,0.0,3.17
101,627.0,744.0,2221.0,431.0,13344.0,18707.0,7862.0,61.0,135.0,178.0,143.0,171.0,108.0,0.0,2.77
102,869.0,745.0,17342.0,157.0,9895.0,12974.0,13820.0,145.0,253.0,269.0,174.0,202.0,404.0,1.0,3.94
103,598.0,749.0,413.0,289.0,4137.0,18461.0,8323.0,483.0,168.0,130.0,188.0,219.0,256.0,0.0,7.08
104,1025.0,742.0,2555.0,318.0,3329.0,4430.0,2782.0,195.0,412.0,317.0,474.0,376.0,467.0,1.0,8.98
105,312.0,751.0,182.0,221.0,221.0,13224.0,1296.0,159.0,152.0,182.0,425.0,408.0,194.0,0.0,0.75
106,1025.0,749.0,896.0,1644.0,4248.0,1673.0,5761.0,1247.0,668.0,707.0,718.0,636.0,812.0,1.0,7.76
107,371.0,752.0,215.0,200.0,1069.0,9338.0,4553.0,34.0,224.0,230.0,180.0,251.0,79.0,1.0,1.07
108,264.0,743.0,7538.0,71.0,2842.0,9723.0,4356.0,28.0,225.0,239.0,313.0,145.0,173.0,1.0,0.84
109,286.0,750.0,221.0,245.0,1700.0,10193.0,8377.0,229.0,234.0,209.0,179.0,181.0,301.0,0.0,1.13
110,1024.0,750.0,232.0,469.0,2665.0,7945.0,9622.0,279.0,375.0,232.0,109.0,86.0,393.0,1.0,3.0
111,279.0,750.0,154.0,84.0,485.0,6843.0,3318.0,244.0,35.0,133.0,102.0,40.0,128.0,0.0,0.56
112,321.0,751.0,339.0,202.0,1104.0,8555.0,1375.0,150.0,118.0,352.0,142.0,56.0,117.0,0.0,1.28
113,264.0,743.0,3455.0,171.0,1226.0,9762.0,2497.0,301.0,166.0,321.0,98.0,508.0,148.0,0.0,1.48
114,646.0,747.0,3953.0,318.0,18985.0,9186.0,7717.0,260.0,320.0,230.0,431.0,221.0,232.0,1.0,3.61
115,1024.0,746.0,7543.0,465.0,1562.0,8170.0,1755.0,380.0,125.0,155.0,526.0,486.0,238.0,1.0,7.1
116,597.0,747.0,1593.0,65.0,20062.0,10186.0,14422.0,244.0,179.0,105.0,213.0,166.0,246.0,0.0,5.06
117,1024.0,744.0,3402.0,219.0,4372.0,1420.0,2824.0,418.0,398.0,407.0,229.0,166.0,203.0,1.0,3.23
118,423.0,743.0,4085.0,190.0,3753.0,14567.0,16508.0,68.0,224.0,38.0,193.0,209.0,284.0,0.0,2.6
119,553.0,744.0,15583.0,95.0,7558.0,12760.0,4853.0,388.0,179.0,265.0,93.0,156.0,209.0,0.0,3.86
120,289.0,750.0,143.0,216.0,7927.0,9932.0,16157.0,85.0,182.0,255.0,104.0,154.0,234.0,0.0,0.91
121,1024.0,744.0,17647.0,182.0,7449.0,20157.0,13479.0,78.0,264.0,395.0,110.0,123.0,240.0,1.0,7.75
122,568.0,747.0,1014.0,117.0,11204.0,8389.0,16522.0,132.0,305.0,172.0,243.0,150.0,288.0,1.0,1.02
123,337.0,750.0,421.0,239.0,427.0,13039.0,6352.0,181.0,272.0,157.0,181.0,191.0,128.0,0.0,3.76
124,1024.0,741.0,13469.0,243.0,4438.0,8898.0,5227.0,503.0,202.0,487.0,322.0,338.0,157.0,1.0,4.76
125,426.0,745.0,1590.0,61.0,14513.0,12506.0,16833.0,240.0,238.0,183.0,178.0,152.0,212.0,0.0,2.3
126,523.0,747.0,3293.0,225.0,17608.0,9938.0,8709.0,109.0,189.0,55.0,131.0,49.0,196.0,1.0,2.93
127,317.0,747.0,65.0,60.0,16556.0,9874.0,9208.0,74.0,141.0,348.0,194.0,280.0,95.0,0.0,3.0
128,304.0,749.0,121.0,83.0,7259.0,12132.0,15205.0,79.0,231.0,197.0,283.0,208.0,40.0,0.0,0.6
129,318.0,748.0,1525.0,250.0,13158.0,12482.0,15556.0,230.0,285.0,139.0,237.0,276.0,150.0,0.0,2.56
130,264.0,748.0,1601.0,110.0,17207.0,11420.0,9489.0,296.0,93.0,93.0,227.0,311.0,181.0,0.0,2.21
131,1024.0,741.0,1859.0,456.0,9838.0,4138.0,4865.0,139.0,518.0,501.0,483.0,429.0,446.0,1.0,4.68
132,266.0,751.0,309.0,168.0,821.0,8798.0,4410.0,16.0,252.0,235.0,174.0,232.0,228.0,0.0,1.19
133,295.0,743.0,16398.0,293.0,7940.0,13794.0,2646.0,446.0,327.0,65.0,269.0,159.0,546.0,0.0,2.09
134,814.0,746.0,2113.0,287.0,5247.0,11148.0,9594.0,109.0,174.0,230.0,248.0,200.0,142.0,0.0,3.77
135,278.0,748.0,192.0,207.0,16501.0,11665.0,20411.0,115.0,353.0,60.0,59.0,24.0,15.0,0.0,1.14
136,264.0,746.0,5492.0,285.0,7609.0,9912.0,14292.0,240.0,105.0,195.0,321.0,342.0,336.0,0.0,1.63
137,1024.0,740.0,13329.0,2514.0,11632.0,9019.0,10741.0,199.0,125.0,196.0,242.0,390.0,192.0,1.0,3.75
138,1024.0,749.0,151.0,100.0,3907.0,4605.0,6255.0,162.0,435.0,573.0,429.0,230.0,206.0,1.0,4.09
139,268.0,750.0,150.0,307.0,469.0,9499.0,4451.0,51.0,64.0,318.0,55.0,293.0,17.0,0.0,1.19
140,1024.0,748.0,23.0,211.0,8826.0,6560.0,4026.0,412.0,409.0,261.0,241.0,168.0,449.0,1.0,5.16
141,263.0,745.0,14643.0,35.0,16672.0,10896.0,16005.0,215.0,161.0,104.0,152.0,231.0,82.0,0.0,1.47
142,653.0,745.0,10505.0,348.0,8627.0,10971.0,11265.0,293.0,284.0,250.0,492.0,328.0,55.0,1.0,1.68
143,768.0,741.0,3089.0,648.0,2694.0,510.0,1636.0,324.0,94.0,173.0,147.0,240.0,271.0,1.0,6.34
144,1024.0,733.0,3797.0,3086.0,7049.0,5179.0,3732.0,216.0,345.0,364.0,167.0,206.0,427.0,1.0,2.7
145,1024.0,744.0,3162.0,481.0,5050.0,7643.0,6392.0,484.0,215.0,42.0,191.0,246.0,98.0,1.0,8.79
146,497.0,744.0,5634.0,190.0,5834.0,11132.0,4584.0,129.0,249.0,210.0,266.0,90.0,175.0,1.0,6.18
147,751.0,750.0,55.0,261.0,2807.0,13756.0,10520.0,387.0,194.0,89.0,283.0,224.0,470.0,1.0,8.89
148,1024.0,748.0,652.0,191.0,5797.0,3544.0,9171.0,127.0,343.0,158.0,299.0,282.0,194.0,1.0,5.54
149,1024.0,743.0,4434.0,457.0,9059.0,3932.0,2863.0,424.0,256.0,262.0,129.0,129.0,479.0,1.0,3.53
150,299.0,746.0,12734.0,322.0,15657.0,11565.0,11693.0,184.0,267.0,182.0,125.0,84.0,315.0,0.0,0.83
151,341.0,751.0,205.0,144.0,1336.0,8585.0,8851.0,57.0,137.0,331.0,133.0,274.0,435.0,0.0,5.25
152,403.0,745.0,13201.0,226.0,4022.0,10266.0,932.0,231.0,32.0,189.0,39.0,317.0,130.0,0.0,1.3
153,322.0,749.0,283.0,395.0,16170.0,12916.0,21586.0,281.0,246.0,249.0,198.0,67.0,376.0,0.0,2.08
154,607.0,751.0,111.0,156.0,1205.0,12750.0,5567.0,83.0,283.0,188.0,204.0,189.0,165.0,1.0,1.57
155,1024.0,742.0,2880.0,689.0,3722.0,946.0,5984.0,222.0,406.0,171.0,121.0,157.0,504.0,1.0,4.59
156,262.0,749.0,449.0,247.0,9709.0,11239.0,14486.0,61.0,310.0,257.0,55.0,424.0,225.0,0.0,1.1
157,289.0,745.0,13569.0,68.0,21038.0,10233.0,14807.0,131.0,78.0,67.0,190.0,295.0,25.0,0.0,1.1
158,1024.0,743.0,3064.0,1009.0,10326.0,4043.0,7290.0,217.0,407.0,241.0,88.0,415.0,320.0,1.0,4.29
159,287.0,751.0,455.0,353.0,1254.0,10580.0,3909.0,53.0,160.0,282.0,466.0,249.0,388.0,0.0,1.83
160,1024.0,735.0,9811.0,5656.0,1618.0,3290.0,45.0,343.0,157.0,171.0,178.0,104.0,178.0,1.0,2.54
161,562.0,749.0,275.0,322.0,10361.0,8339.0,16621.0,201.0,82.0,251.0,201.0,208.0,460.0,1.0,2.31
162,312.0,749.0,113.0,103.0,16510.0,8448.0,15048.0,143.0,92.0,260.0,289.0,71.0,171.0,0.0,4.51
163,402.0,747.0,2247.0,58.0,5651.0,13858.0,5427.0,296.0,3.0,146.0,300.0,259.0,140.0,0.0,3.51
164,573.0,747.0,607.0,230.0,3906.0,11431.0,5705.0,164.0,232.0,217.0,227.0,264.0,247.0,1.0,3.83
165,582.0,743.0,2278.0,478.0,4791.0,9842.0,2872.0,123.0,186.0,127.0,68.0,277.0,312.0,1.0,6.94
166,1024.0,746.0,1529.0,58.0,9064.0,10098.0,11774.0,293.0,256.0,425.0,224.0,295.0,392.0,1.0,3.52
167,1024.0,748.0,848.0,323.0,5595.0,2670.0,5409.0,555.0,331.0,469.0,268.0,179.0,276.0,1.0,4.19
168,1024.0,743.0,5634.0,279.0,2211.0,8310.0,5462.0,298.0,517.0,445.0,254.0,241.0,335.0,1.0,7.68
169,469.0,749.0,386.0,339.0,6273.0,8653.0,10342.0,404.0,217.0,152.0,233.0,316.0,24.0,1.0,1.37
170,1024.0,737.0,2295.0,2086.0,1161.0,1375.0,4618.0,211.0,234.0,118.0,437.0,511.0,327.0,1.0,4.64
171,353.0,751.0,132.0,32.0,216.0,12597.0,2045.0,265.0,230.0,110.0,52.0,133.0,287.0,0.0,1.26
172,1025.0,744.0,8072.0,308.0,2521.0,9940.0,3474.0,348.0,383.0,235.0,496.0,246.0,308.0,1.0,9.17
173,322.0,749.0,71.0,96.0,7408.0,6408.0,14323.0,301.0,24.0,155.0,33.0,269.0,191.0,1.0,2.73
174,1025.0,744.0,568.0,375.0,3327.0,2919.0,4420.0,214.0,164.0,197.0,448.0,334.0,204.0,0.0,7.05
175,305.0,746.0,16044.0,21.0,5984.0,7851.0,8452.0,31.0,59.0,214.0,227.0,188.0,191.0,0.0,4.16
176,992.0,747.0,1306.0,330.0,4769.0,1404.0,6020.0,79.0,388.0,309.0,220.0,192.0,472.0,1.0,5.8
177,291.0,743.0,11724.0,215.0,2814.0,5745.0,7316.0,164.0,186.0,238.0,244.0,207.0,324.0,0.0,4.9
178,1024.0,750.0,144.0,410.0,3664.0,2200.0,5977.0,603.0,423.0,263.0,277.0,560.0,264.0,1.0,5.25
179,356.0,745.0,6290.0,191.0,5114.0,13412.0,16048.0,223.0,343.0,343.0,315.0,231.0,192.0,0.0,0.7
180,1024.0,746.0,6589.0,572.0,692.0,5869.0,5281.0,389.0,428.0,150.0,335.0,325.0,5.0,1.0,2.56
181,460.0,751.0,288.0,284.0,767.0,7101.0,5738.0,296.0,376.0,329.0,469.0,224.0,322.0,1.0,5.87
182,261.0,745.0,15471.0,89.0,8669.0,8932.0,4056.0,220.0,253.0,314.0,226.0,102.0,191.0,0.0,1.06
183,1024.0,743.0,7981.0,248.0,4705.0,3628.0,1728.0,206.0,227.0,249.0,197.0,167.0,188.0,1.0,3.73
184,1024.0,746.0,1787.0,135.0,5570.0,4843.0,6046.0,533.0,265.0,522.0,257.0,226.0,250.0,1.0,9.28
185,416.0,748.0,1856.0,316.0,16680.0,8765.0,9435.0,124.0,232.0,237.0,147.0,253.0,80.0,0.0,2.95
186,418.0,745.0,17006.0,11.0,2524.0,15262.0,13688.0,139.0,183.0,294.0,513.0,55.0,233.0,0.0,0.92
187,1024.0,746.0,9082.0,202.0,7690.0,14597.0,7352.0,234.0,176.0,185.0,235.0,245.0,271.0,1.0,5.8
188,1024.0,748.0,177.0,252.0,5788.0,2939.0,5757.0,253.0,228.0,574.0,474.0,383.0,217.0,1.0,5.89
189,1024.0,740.0,4162.0,836.0,1833.0,2834.0,730.0,416.0,291.0,303.0,275.0,285.0,348.0,1.0,1.82
190,330.0,744.0,14740.0,191.0,6015.0,13486.0,593.0,225.0,81.0,116.0,199.0,214.0,226.0,0.0,1.53
191,403.0,746.0,13424.0,289.0,21368.0,14676.0,14039.0,195.0,213.0,286.0,169.0,226.0,163.0,0.0,2.31
192,267.0,750.0,201.0,231.0,2763.0,9611.0,12732.0,288.0,231.0,343.0,235.0,96.0,199.0,1.0,0.72
193,276.0,749.0,92.0,121.0,7282.0,11070.0,15386.0,56.0,55.0,182.0,344.0,242.0,251.0,0.0,0.07
194,1024.0,739.0,1928.0,1531.0,1464.0,4624.0,2243.0,246.0,78.0,772.0,234.0,137.0,502.0,1.0,5.4
195,299.0,744.0,9777.0,262.0,14051.0,9363.0,2828.0,134.0,196.0,219.0,251.0,210.0,130.0,0.0,1.68
196,315.0,749.0,189.0,252.0,6902.0,8798.0,13454.0,147.0,228.0,108.0,185.0,185.0,96.0,0.0,1.9
197,1024.0,750.0,107.0,196.0,8162.0,9625.0,15863.0,339.0,237.0,178.0,468.0,280.0,236.0,0.0,5.54
198,1024.0,749.0,322.0,257.0,9255.0,5345.0,6360.0,349.0,561.0,441.0,302.0,304.0,576.0,1.0,6.26
199,372.0,747.0,331.0,238.0,2837.0,7386.0,657.0,107.0,124.0,132.0,117.0,151.0,190.0,1.0,4.19
200,1024.0,747.0,1897.0,143.0,1673.0,3211.0,6396.0,193.0,360.0,510.0,479.0,335.0,209.0,1.0,3.6
201,429.0,750.0,226.0,172.0,1954.0,15831.0,6520.0,207.0,300.0,157.0,97.0,218.0,260.0,0.0,5.78
202,1024.0,747.0,1462.0,194.0,3584.0,1933.0,4225.0,384.0,403.0,234.0,258.0,59.0,243.0,1.0,4.98
203,1024.0,749.0,312.0,449.0,5651.0,3128.0,9631.0,613.0,566.0,314.0,381.0,815.0,615.0,1.0,5.98
204,488.0,744.0,10292.0,318.0,1862.0,14123.0,5749.0,86.0,77.0,226.0,174.0,140.0,264.0,1.0,5.8
205,259.0,748.0,38.0,237.0,14124.0,9226.0,17227.0,277.0,304.0,27.0,53.0,259.0,30.0,0.0,0.83
206,1024.0,739.0,1417.0,3454.0,5250.0,8079.0,4249.0,392.0,196.0,241.0,196.0,151.0,258.0,1.0,7.95
207,1024.0,744.0,4580.0,265.0,2210.0,9393.0,12933.0,118.0,281.0,389.0,227.0,216.0,255.0,0.0,6.96
208,265.0,745.0,16976.0,228.0,12837.0,10919.0,11894.0,244.0,67.0,191.0,344.0,232.0,232.0,0.0,1.25
209,331.0,745.0,16661.0,193.0,14178.0,8992.0,16242.0,27.0,123.0,227.0,201.0,260.0,201.0,0.0,2.32
